MB_CODE_2016,MB_CATEGORY_NAME_2016,SA1_MAINCODE_2016,SA1_7DIGITCODE_2016,SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,GCCSA_CODE_2016,GCCSA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
60000950000,Residential,60203106409,6106409,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1096
60000961000,Residential,60203106409,6106409,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0378
60000962000,Residential,60203106409,6106409,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0217
60000971000,Residential,60203106414,6106414,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.9781
60000972000,Industrial,60203106414,6106414,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1942
60000980000,Parkland,60203106421,6106421,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0163
60001000000,Residential,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0695
60001010000,Residential,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0502
60001020000,Residential,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0612
60001030000,Parkland,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0746
60001040000,Residential,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.164
60001050000,Residential,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0857
60001060000,Residential,60203106407,6106407,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0491
60001070000,Residential,60203106419,6106419,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.3506
60001080000,Residential,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0745
60001090000,Residential,60203106407,6106407,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0826
60001101000,Residential,60203106419,6106419,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0426
60001102000,Residential,60203106419,6106419,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1146
60001110000,Residential,60203106410,6106410,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1108
60001120000,Parkland,60203106413,6106413,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,107.8949
60001130000,Primary Production,60203106411,6106411,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,163.9413
60001140000,Primary Production,60203106411,6106411,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,74.1583
60001151000,Other,60203110001,6110001,602031100,61100,Scottsdale - Bridport,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,104.3156
60001152000,Parkland,60203110016,6110016,602031100,61100,Scottsdale - Bridport,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,34.2252
60001160000,Primary Production,60203106411,6106411,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,179.5132
60001170000,Other,60203106411,6106411,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,23.9915
60001192000,Residential,60203106422,6106422,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,1.7634
