SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,GCCSA_CODE_2016,GCCSA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
50703,Kwinana,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,120.0121
50704,Melville,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,53.4538
50705,Rockingham,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,257.6898
50901,Albany,509,Western Australia - Wheat Belt,5RWAU,Rest of WA,5,Western Australia,37887.9925
50902,Wheat Belt - North,509,Western Australia - Wheat Belt,5RWAU,Rest of WA,5,Western Australia,110694.5781
50903,Wheat Belt - South,509,Western Australia - Wheat Belt,5RWAU,Rest of WA,5,Western Australia,48762.806
51001,Kimberley,510,Western Australia - Outback (North),5RWAU,Rest of WA,5,Western Australia,419259.7904
51002,East Pilbara,510,Western Australia - Outback (North),5RWAU,Rest of WA,5,Western Australia,390723.7799
51003,West Pilbara,510,Western Australia - Outback (North),5RWAU,Rest of WA,5,Western Australia,116066.0891
51101,Esperance,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,55660.6598
51102,Gascoyne,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,135064.0785
51103,Goldfields,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,714513.0765
51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia,466794.7549
59797,Migratory - Offshore - Shipping (WA),597,Migratory - Offshore - Shipping (WA),59799,Migratory - Offshore - Shipping (WA),5,Western Australia,0
59999,No usual address (WA),599,No usual address (WA),59499,No usual address (WA),5,Western Australia,0
60101,Brighton,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,176.0777
60102,Hobart - North East,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,265.9415
60103,Hobart - North West,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,168.2819
60104,Hobart - South and West,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,328.5063
60105,Hobart Inner,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,62.2246
60106,Sorell - Dodges Ferry,601,Hobart,6GHOB,Greater Hobart,6,Tasmania,694.3265
60201,Launceston,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,260.7088
60202,Meander Valley - West Tamar,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,3978.9606
60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,15735.6666
60301,Central Highlands (Tas.),603,South East,6RTAS,Rest of Tas.,6,Tasmania,18426.733
60302,Huon - Bruny Island,603,South East,6RTAS,Rest of Tas.,6,Tasmania,2192.675
60303,South East Coast,603,South East,6RTAS,Rest of Tas.,6,Tasmania,3202.6087
60401,Burnie - Ulverstone,604,West and North West,6RTAS,Rest of Tas.,6,Tasmania,1604.4734
60402,Devonport,604,West and North West,6RTAS,Rest of Tas.,6,Tasmania,1894.3583
60403,West Coast,604,West and North West,6RTAS,Rest of Tas.,6,Tasmania,19026.3178
69797,Migratory - Offshore - Shipping (Tas.),697,Migratory - Offshore - Shipping (Tas.),69799,Migratory - Offshore - Shipping (Tas.),6,Tasmania,0
69999,No usual address (Tas.),699,No usual address (Tas.),69499,No usual address (Tas.),6,Tasmania,0
70101,Darwin City,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,40.6174
70102,Darwin Suburbs,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,132.4416
70103,Litchfield,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,2938.3179
70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory,52.5288
70201,Alice Springs,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory,569564.7295
70202,Barkly,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory,303213.9847
70203,Daly - Tiwi - West Arnhem,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory,112294.8534
70204,East Arnhem,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory,33606.5893
70205,Katherine,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory,326250.2655
79797,Migratory - Offshore - Shipping (NT),797,Migratory - Offshore - Shipping (NT),79799,Migratory - Offshore - Shipping (NT),7,Northern Territory,0
79999,No usual address (NT),799,No usual address (NT),79499,No usual address (NT),7,Northern Territory,0
80101,Belconnen,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,112.1467
80103,Canberra East,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,211.9214
80104,Gungahlin,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,91.8565
80105,North Canberra,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,44.7227
80106,South Canberra,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,44.4112
80107,Tuggeranong,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,159.7084
80108,Weston Creek,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,18.1487
80109,Woden Valley,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,28.6004
80110,Molonglo,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,27.1506
80111,Urriarra - Namadgi,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory,1619.5054
89797,Migratory - Offshore - Shipping (ACT),897,Migratory - Offshore - Shipping (ACT),89799,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory,0
89999,No usual address (ACT),899,No usual address (ACT),89499,No usual address (ACT),8,Australian Capital Territory,0
90101,Christmas Island,901,Other Territories,9OTER,Other Territories,9,Other Territories,136.1356
90102,Cocos (Keeling) Islands,901,Other Territories,9OTER,Other Territories,9,Other Territories,13.7163
90103,Jervis Bay,901,Other Territories,9OTER,Other Territories,9,Other Territories,67.8134
90104,Norfolk Island,901,Other Territories,9OTER,Other Territories,9,Other Territories,38.6509
99797,Migratory - Offshore - Shipping (OT),997,Migratory - Offshore - Shipping (OT),99799,Migratory - Offshore - Shipping (OT),9,Other Territories,0
99999,No usual address (OT),999,No usual address (OT),99499,No usual address (OT),9,Other Territories,0
