DATE_AS_AT,TOTALS_NATIONAL_TOTAL,TOTALS_NATIONAL_LAST_24HR,TOTALS_CWTH_ALL_TOTAL,TOTALS_CWTH_ALL_LAST_24HR,TOTALS_CWTH_PRIMARY_CARE_TOTAL,TOTALS_CWTH_PRIMARY_CARE_LAST_24HR,TOTALS_CWTH_AGED_CARE_TOTAL,TOTALS_CWTH_AGED_CARE_LAST_24HR,STATE_CLINICS_VIC_TOTAL,STATE_CLINICS_VIC_LAST_24HR,STATE_CLINICS_QLD_TOTAL,STATE_CLINICS_QLD_LAST_24HR,STATE_CLINICS_WA_TOTAL,STATE_CLINICS_WA_LAST_24HR,STATE_CLINICS_TAS_TOTAL,STATE_CLINICS_TAS_LAST_24HR,STATE_CLINICS_SA_TOTAL,STATE_CLINICS_SA_LAST_24HR,STATE_CLINICS_ACT_TOTAL,STATE_CLINICS_ACT_LAST_24HR,STATE_CLINICS_NT_TOTAL,STATE_CLINICS_NT_LAST_24HR,STATE_CLINICS_NSW_TOTAL,STATE_CLINICS_NSW_LAST_24HR,CWTH_AGED_CARE_VIC_TOTAL,CWTH_AGED_CARE_VIC_LAST_24HR,CWTH_AGED_CARE_QLD_TOTAL,CWTH_AGED_CARE_QLD_LAST_24HR,CWTH_AGED_CARE_WA_TOTAL,CWTH_AGED_CARE_WA_LAST_24HR,CWTH_AGED_CARE_TAS_TOTAL,CWTH_AGED_CARE_TAS_LAST_24HR,CWTH_AGED_CARE_SA_TOTAL,CWTH_AGED_CARE_SA_LAST_24HR,CWTH_AGED_CARE_ACT_TOTAL,CWTH_AGED_CARE_ACT_LAST_24HR,CWTH_AGED_CARE_NT_TOTAL,CWTH_AGED_CARE_NT_LAST_24HR,CWTH_AGED_CARE_NSW_TOTAL,CWTH_AGED_CARE_NSW_LAST_24HR,CWTH_PRIMARY_CARE_VIC_TOTAL,CWTH_PRIMARY_CARE_VIC_LAST_24HR,CWTH_PRIMARY_CARE_QLD_TOTAL,CWTH_PRIMARY_CARE_QLD_LAST_24HR,CWTH_PRIMARY_CARE_WA_TOTAL,CWTH_PRIMARY_CARE_WA_LAST_24HR,CWTH_PRIMARY_CARE_TAS_TOTAL,CWTH_PRIMARY_CARE_TAS_LAST_24HR,CWTH_PRIMARY_CARE_SA_TOTAL,CWTH_PRIMARY_CARE_SA_LAST_24HR,CWTH_PRIMARY_CARE_ACT_TOTAL,CWTH_PRIMARY_CARE_ACT_LAST_24HR,CWTH_PRIMARY_CARE_NT_TOTAL,CWTH_PRIMARY_CARE_NT_LAST_24HR,CWTH_PRIMARY_CARE_NSW_TOTAL,CWTH_PRIMARY_CARE_NSW_LAST_24HR,CWTH_AGED_CARE_DOSES_FIRST_DOSE,CWTH_AGED_CARE_DOSES_SECOND_DOSE,CWTH_AGED_CARE_FACILITIES_FIRST_DOSE,CWTH_AGED_CARE_FACILITIES_SECOND_DOSE,APPROX_VIC_SECOND_DOSE_TOTAL,APPROX_QLD_SECOND_DOSE_TOTAL,APPROX_WA_SECOND_DOSE_TOTAL,APPROX_TAS_SECOND_DOSE_TOTAL,APPROX_SA_SECOND_DOSE_TOTAL,APPROX_ACT_SECOND_DOSE_TOTAL,APPROX_NT_SECOND_DOSE_TOTAL,APPROX_NSW_SECOND_DOSE_TOTAL,FIRST_NATIONS_VIC_FIRST_DOSE_TOTAL,FIRST_NATIONS_VIC_SECOND_DOSE_TOTAL,FIRST_NATIONS_QLD_FIRST_DOSE_TOTAL,FIRST_NATIONS_QLD_SECOND_DOSE_TOTAL,FIRST_NATIONS_WA_FIRST_DOSE_TOTAL,FIRST_NATIONS_WA_SECOND_DOSE_TOTAL,FIRST_NATIONS_TAS_FIRST_DOSE_TOTAL,FIRST_NATIONS_TAS_SECOND_DOSE_TOTAL,FIRST_NATIONS_SA_FIRST_DOSE_TOTAL,FIRST_NATIONS_SA_SECOND_DOSE_TOTAL,FIRST_NATIONS_ACT_FIRST_DOSE_TOTAL,FIRST_NATIONS_ACT_SECOND_DOSE_TOTAL,FIRST_NATIONS_NT_FIRST_DOSE_TOTAL,FIRST_NATIONS_NT_SECOND_DOSE_TOTAL,FIRST_NATIONS_NSW_FIRST_DOSE_TOTAL,FIRST_NATIONS_NSW_SECOND_DOSE_TOTAL,FIRST_NATIONS_AUS_FIRST_DOSE_TOTAL,FIRST_NATIONS_AUS_SECOND_DOSE_TOTAL,FIRST_NATIONS_VIC_FIRST_PCT_TOTAL,FIRST_NATIONS_VIC_SECOND_PCT_TOTAL,FIRST_NATIONS_QLD_FIRST_PCT_TOTAL,FIRST_NATIONS_QLD_SECOND_PCT_TOTAL,FIRST_NATIONS_WA_FIRST_PCT_TOTAL,FIRST_NATIONS_WA_SECOND_PCT_TOTAL,FIRST_NATIONS_TAS_FIRST_PCT_TOTAL,FIRST_NATIONS_TAS_SECOND_PCT_TOTAL,FIRST_NATIONS_SA_FIRST_PCT_TOTAL,FIRST_NATIONS_SA_SECOND_PCT_TOTAL,FIRST_NATIONS_ACT_FIRST_PCT_TOTAL,FIRST_NATIONS_ACT_SECOND_PCT_TOTAL,FIRST_NATIONS_NT_FIRST_PCT_TOTAL,FIRST_NATIONS_NT_SECOND_PCT_TOTAL,FIRST_NATIONS_NSW_FIRST_PCT_TOTAL,FIRST_NATIONS_NSW_SECOND_PCT_TOTAL,FIRST_NATIONS_AUS_FIRST_PCT_TOTAL,FIRST_NATIONS_AUS_SECOND_PCT_TOTAL,VALIDATED,URL
2021-07-04,8255473,54106,4705214,13019,4260991,12497,444223,522,1166277,11458,615144,4107,320991,4864,119344,1326,251411,3541,91190,1388,64243,1045,921659,13358,122341,0,83159,0,39534,0,12670,0,36625,0,7461,0,2757,0,139676,522,1105620,2985,892299,2332,401868,1801,102446,295,307686,782,74462,734,32093,1,1344517,3567,236309,207914,2566,2565,382741,273359,132839,50642,103356,42467,27878,463624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-5-july-2021.pdf
2021-07-05,8402191,146718,4780305,75091,4332771,71780,447534,3311,1189708,23431,627814,12670,326241,5250,121331,1987,256522,5111,92671,1481,65378,1135,942221,20562,124212,1871,83325,166,39802,268,12726,56,36640,15,7463,2,2858,101,140508,832,1121721,16101,906825,14526,408318,6450,103925,1479,312613,4927,75649,1187,32889,796,1370831,26314,238545,208989,2566,2565,528736,380087,165663,63012,135432,53755,33108,588303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-6-july-2021.pdf
2021-07-06,8567666,165475,4865936,85631,4414679,81908,451257,3723,1216248,26540,642811,14997,333632,7391,123629,2298,261593,5071,94157,1486,66875,1497,962785,20564,125329,1117,83573,248,40224,422,12998,272,37245,605,7482,19,2953,95,141453,945,1138258,16537,925360,18535,415242,6924,105282,1357,318416,5803,77036,1387,33769,880,1401316,30485,240854,210403,2566,2565,528736,380087,165663,63012,135432,53755,33108,588303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-7-july-2021.pdf
2021-07-07,8706799,139133,4951759,85823,4497564,82885,454195,2938,1222819,6571,658515,15704,340438,6806,125069,1440,261593,0,95588,1431,68465,1590,982553,19768,125943,614,83967,394,40455,231,13123,125,37513,268,7488,6,3013,60,142693,1240,1155177,16919,945424,20064,422296,7054,106659,1377,324414,5998,77958,922,34678,909,1430958,29642,242682,211513,2566,2566,528736,380087,165663,63012,135432,53755,33108,588303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-8-july-2021.pdf
2021-07-08,8871572,164773,5044200,92441,4586917,89353,457283,3088,1238347,15528,672927,14412,346820,6382,126554,1485,271659,10066,97095,1507,69808,1343,1004162,21609,126440,497,84442,475,40712,257,13466,343,37734,221,7509,21,3065,52,143915,1222,1173439,18262,964928,19504,429802,7506,108689,2030,330865,6451,79500,1542,35614,936,1464080,33122,244833,212450,2566,2566,528736,380087,165663,63012,135432,53755,33108,588303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-9-july-2021.pdf
2021-07-09,9014072,142500,5121480,77280,4661588,74671,459892,2609,1253966,15619,686452,13525,352772,5952,127869,1315,276492,4833,98572,1477,70186,378,1026283,22121,126962,522,84712,270,40952,240,13560,94,38033,299,7538,29,3136,71,144999,1084,1189212,15773,981094,16166,436501,6699,109924,1235,335868,5003,80574,1074,36537,923,1491878,27798,246353,213539,2566,2566,528736,380087,165663,63012,135432,53755,33108,588303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-10-july-2021.pdf
2021-07-10,9097969,83897,5158191,36711,4697520,35932,460671,779,1266286,12320,694397,7945,357613,4841,129145,1276,280242,3750,99998,1426,70504,318,1041593,15310,126962,0,84839,127,40952,0,13560,0,38033,0,7538,0,3136,0,145651,652,1197080,7868,986981,5887,440717,4216,111246,1322,338171,2303,81574,1000,36772,235,1504979,13101,247066,213605,2566,2566,528736,380087,165663,63012,135432,53755,33108,588303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-11-july-2021.pdf
2021-07-11,9149817,51848,5172741,14550,4711565,14045,461176,505,1277146,10860,698170,3773,362423,4810,130736,1591,283708,3466,101329,1331,70504,0,1053060,11467,126962,0,84839,0,40952,0,13560,0,38033,0,7538,0,3136,0,146156,505,1201012,3932,989821,2840,442300,1583,111793,547,338794,623,82139,565,36774,2,1508932,3953,247571,213605,2566,2566,528736,380087,165663,63012,135432,53755,33108,588303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-12-july-2021.pdf
2021-07-12,9304026,154209,5256473,83732,4791426,79861,465047,3871,1299562,22416,710110,11940,367870,5447,132423,1687,288820,5112,102736,1407,72223,1719,1073809,20749,127437,475,85226,387,41153,201,13973,413,38318,285,7583,45,3215,79,148142,1986,1218162,17150,1005559,15738,448536,6236,113192,1399,343518,4724,83711,1572,37553,779,1541195,32263,250589,214458,2566,2566,661253,485859,199330,74602,170866,62193,38599,712624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-13-july-2021.pdf
2021-07-13,9469145,165119,5353962,97489,4885499,94073,468463,3416,1313107,13545,725615,15505,375628,7758,134285,1862,294417,5597,104214,1478,73486,1263,1094431,20622,128104,667,85515,289,41361,208,13994,21,38592,274,7610,27,3215,0,150072,1930,1236365,18203,1024434,18875,455341,6805,114458,1266,349144,5626,85192,1481,38467,914,1582098,40903,253288,215175,2566,2566,661253,485859,199330,74602,170866,62193,38599,712624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-14-july-2021.pdf
2021-07-14,9631807,162662,5451180,97218,4979911,94412,471269,2806,1328544,15437,740272,14657,383067,7439,135589,1304,300065,5648,105644,1430,74850,1364,1112596,18165,128586,482,85805,290,41601,240,14338,344,38760,168,7643,33,3292,77,151244,1172,1256021,19656,1042922,18488,462301,6960,115981,1523,355638,6494,86366,1174,39413,946,1621269,39171,255360,215909,2566,2566,661253,485859,199330,74602,170866,62193,38599,712624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-15-july-2021.pdf
2021-07-15,9806809,175002,5555024,103844,5079328,99417,475696,4427,1346052,17508,754655,14383,389880,6813,136907,1318,305675,5610,106977,1333,76475,1625,1135164,22568,129177,591,86493,688,41726,125,14662,324,38872,112,7653,10,3333,41,153780,2536,1275512,19491,1063702,20780,469654,7353,117953,1972,361375,5737,87843,1477,40423,1010,1662866,41597,259249,216447,2566,2566,661253,485859,199330,74602,170866,62193,38599,712624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-16-july-2021.pdf
2021-07-16,9970746,163937,5646922,91898,5167748,88420,479174,3478,1365838,19786,767522,12867,395818,5938,138636,1729,311163,5488,108396,1419,77572,1097,1158879,23715,130278,1101,86995,502,42154,428,15040,378,39206,334,7686,33,3354,21,154461,681,1293853,18341,1079250,15548,476911,7257,119324,1371,366886,5511,89147,1304,41263,840,1701114,38248,261940,217234,2566,2566,661253,485859,199330,74602,170866,62193,38599,712624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-17-july-2021.pdf
2021-07-17,10067446,96700,5693873,46951,5212152,44404,481721,2547,1379885,14047,774625,7103,400428,4610,140130,1494,315487,4324,109690,1294,77572,0,1175756,16877,130341,63,87372,377,42154,0,15040,0,39272,66,7686,0,3354,0,156502,2041,1304600,10747,1086668,7418,481244,4333,120527,1203,368909,2023,90017,870,41418,155,1718769,17655,264140,217581,2566,2566,661253,485859,199330,74602,170866,62193,38599,712624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-18-july-2021.pdf
2021-07-18,10125533,58087,5711107,17234,5229296,17144,481811,90,1392522,12637,777596,2971,405581,5153,141418,1288,319494,4007,110962,1272,77966,394,1188887,13131,130401,60,87372,0,42154,0,15040,0,39272,0,7686,0,3354,0,156532,30,1308647,4047,1089233,2565,483029,1785,120832,305,369950,1041,90115,98,41418,0,1726072,7303,264171,217640,2566,2566,661253,485859,199330,74602,170866,62193,38599,712624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-19-july-2021.pdf
2021-07-19,10295444,169911,5806944,95837,5322175,92879,484769,2958,1416523,24001,788036,10440,411810,6229,143565,2147,325328,5834,112598,1636,79021,1055,1211619,22732,130765,364,88081,709,42387,233,15293,253,39481,209,7686,0,3435,81,157641,1109,1329811,21164,1103847,14614,490139,7110,122792,1960,373838,3888,92191,2076,42285,867,1767272,41200,265900,218869,2566,2566,785324,587989,241895,85430,206626,74648,45164,885160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-20-july-2021.pdf
2021-07-20,10470033,174589,5909786,102842,5421312,99137,488474,3705,1431625,15102,801602,13566,419979,8169,145229,1664,331603,6275,114286,1688,80608,1587,1235315,23696,131777,1012,88416,335,42733,346,15640,347,39774,293,7690,4,3465,30,158979,1338,1350948,21137,1123151,19304,497318,7179,124188,1396,379919,6081,93440,1249,43259,974,1809089,41817,267725,220749,2566,2566,785324,587989,241895,85430,206626,74648,45164,885160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-21-july-2021.pdf
2021-07-21,10654563,184530,6016786,107000,5526052,104740,490734,2260,1453158,21533,814416,12814,428564,8585,146739,1510,337651,6048,116492,2206,81893,1285,1258864,23549,132201,424,88549,133,43083,350,16050,410,40021,247,7699,9,3476,11,159655,676,1375450,24502,1142340,19189,505774,8456,125756,1568,387907,7988,94781,1341,44275,1016,1849769,40680,268656,222078,2566,2566,785324,587989,241895,85430,206626,74648,45164,885160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-22-july-2021.pdf
2021-07-22,10850993,196430,6132819,116033,5637929,111877,494890,4156,1474851,21693,827724,13308,436697,8133,148375,1636,344327,6676,118758,2266,82968,1075,1284474,25610,132812,611,89157,608,43264,181,16559,509,39463,-558,7699,0,3491,15,162445,2790,1400649,25199,1161791,19451,514115,8341,127682,1926,395269,7362,96146,1365,45256,981,1897021,47252,271135,223755,2566,2566,785324,587989,241895,85430,206626,74648,45164,885160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-23-july-2021.pdf
2021-07-23,11032835,181842,6238396,105577,5738860,100931,499536,4646,1496784,21933,840306,12582,443222,6525,150033,1658,350353,6026,120987,2229,82968,0,1309786,25312,133570,758,89814,657,43722,458,17051,492,39851,388,7699,0,3493,2,164336,1891,1422137,21488,1179643,17852,522421,8306,129513,1831,401900,6631,97438,1292,45798,542,1940010,42989,273851,225685,2566,2566,785324,587989,241895,85430,206626,74648,45164,885160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-24-july-2021.pdf
2021-07-24,11140511,107676,6285694,47298,5785218,46358,500476,940,1514279,17495,848695,8389,448391,5169,151452,1419,355018,4665,123133,2146,83650,682,1330199,20413,133564,-6,89934,120,43722,0,17051,0,39851,0,7699,0,3493,0,165162,826,1433090,10953,1185582,5939,527157,4736,130726,1213,404796,2896,98394,956,46002,204,1959471,19461,274094,226382,2566,2566,785324,587989,241895,85430,206626,74648,45164,885160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-25-july-2021.pdf
2021-07-25,11211447,70936,6307043,21349,5805973,20755,501070,594,1529832,15553,852186,3491,454605,6214,153453,2001,359483,4465,125189,2056,84009,359,1345647,15448,133564,0,89934,0,43722,0,17051,0,39851,0,7699,0,3493,0,165756,594,1439065,5975,1188977,3395,529818,2661,130967,241,405699,903,98566,172,46003,1,1966878,7407,274131,226939,2566,2566,785324,587989,241895,85430,206626,74648,45164,885160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-26-july-2021.pdf
2021-07-26,11396784,185337,6414568,107525,5909489,103516,505079,4009,1553105,23273,862398,10212,462044,7439,155492,2039,365814,6331,127438,2249,85419,1410,1370506,24859,134256,692,90487,553,44411,689,17351,300,40139,288,7699,0,3521,28,167215,1459,1463441,24376,1205399,16422,538157,8339,132274,1307,410976,5277,100652,2086,46634,631,2011956,45078,276438,228641,2572,2586,919499,682709,294201,96922,245258,87411,50733,1074634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-27-july-2021.pdf
2021-07-27,11593766,196982,6532809,118241,6024054,114565,508755,3676,1572283,19178,875187,12789,471771,9727,157548,2056,372042,6228,129766,2328,86479,1060,1395881,25375,134720,464,90842,355,44684,273,17794,443,40606,467,7699,0,3589,68,168821,1606,1486922,23481,1226430,21031,546653,8496,134066,1792,418257,7281,102146,1494,47678,1044,2061902,49946,278644,230111,2566,2566,919499,682709,294201,96922,245258,87411,50733,1074634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-28-july-2021.pdf
2021-07-28,11795236,201470,6658434,125625,6145680,121626,512754,3999,1590244,17961,887335,12148,481575,9804,159664,2116,377695,5653,131997,2231,87705,1226,1420587,24706,135646,926,91334,492,44969,285,18105,311,40998,392,7699,0,3658,69,170345,1524,1511638,24716,1248526,22096,556652,9999,135294,1228,425982,7725,103583,1437,49014,1336,2114991,53089,280784,231970,2566,2566,919499,682709,294201,96922,245258,87411,50733,1074634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-29-july-2021.pdf
2021-07-29,12005978,210742,6790138,131704,6271657,125977,518481,5727,1610095,19851,899059,11724,491068,9493,161592,1928,383791,6096,134095,2098,89145,1440,1446995,26408,136310,664,92305,971,45533,564,18605,500,41404,406,7807,108,3887,229,172630,2285,1537061,25423,1271616,23090,566987,10335,137491,2197,433411,7429,105271,1688,49885,871,2169935,54944,284369,234112,2566,2566,919499,682709,294201,96922,245258,87411,50733,1074634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-30-july-2021.pdf
2021-07-30,12206684,200706,6914150,124012,6391251,119594,522899,4418,1630960,20865,910938,11879,499332,8264,161592,0,389217,5426,136339,2244,90289,1144,1473867,26872,136839,529,93147,842,45929,396,18942,337,41830,426,7891,84,4117,230,174204,1574,1560947,23886,1292592,20976,576730,9743,139267,1776,440235,6824,106671,1400,51100,1215,2223709,53774,286781,236118,2566,2566,919499,682709,294201,96922,245258,87411,50733,1074634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/07/covid-19-vaccine-rollout-update-31-july-2021.pdf
2021-07-31,12317727,111043,6967842,53692,6444859,53608,522983,84,1646952,15992,918359,7421,505634,6302,161592,0,392942,3725,138511,2172,90686,397,1495209,21342,136853,14,93147,0,45929,0,18942,0,41830,0,7891,0,4117,0,174274,70,1573229,12282,1298734,6142,582198,5468,140461,1194,442769,2534,108024,1353,51316,216,2248128,24419,286847,236136,2566,2566,919499,682709,294201,96922,245258,87411,50733,1074634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-1-august-2021.pdf
2021-08-01,12393893,76166,6995384,27542,6471147,26288,524237,1254,1660319,13367,921750,3391,512012,6378,166836,5244,396440,3498,140539,2028,90907,221,1509706,14497,136873,20,93152,5,45941,12,18942,0,41830,0,7891,0,4117,0,175491,1217,1579349,6120,1303479,4745,585335,3137,140705,244,443665,896,108973,949,51339,23,2258302,10174,286957,237280,2566,2566,919499,682709,294201,96922,245258,87411,50733,1074634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-2-august-2021.pdf
2021-08-02,12594451,200558,7122797,127413,6590505,119358,532292,8055,1681084,20765,932380,10630,518693,6681,168600,1764,402193,5753,142779,2240,90907,0,1535018,25312,137753,880,94776,1624,46126,185,19093,151,42104,274,7912,21,4335,218,180193,4702,1602940,23591,1325929,22450,594411,9076,142088,1383,450250,6585,110403,1430,51573,234,2312911,54609,291094,241198,2566,2566,1069767,793239,360034,110425,284874,102527,57188,1291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-3-august-2021.pdf
2021-08-03,12808398,213947,7256228,133431,6721853,131348,534375,2083,1698684,17600,947882,15502,528857,10164,170949,2349,407802,5609,145113,2334,92395,1488,1560488,25470,138198,445,95032,256,46276,150,19412,319,42320,216,7949,37,4335,0,180853,660,1626662,23722,1354446,28517,602963,8552,144349,2261,457811,7561,111819,1416,52477,904,2371326,58415,292488,241887,2566,2566,1069767,793239,360034,110425,284874,102527,57188,1291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-4-august-2021.pdf
2021-08-04,13030257,221859,7397208,140980,6858523,136670,538685,4310,1717892,19208,963572,15690,538630,9773,171996,1047,413557,5755,147367,2254,94351,1956,1585684,25196,139517,1319,95933,901,46722,446,19724,312,42894,574,8026,77,4381,46,181488,635,1652074,25412,1385340,30894,612401,9438,145779,1430,466616,8805,113538,1719,53660,1183,2429115,57789,294264,244421,2566,2566,1069767,793239,360034,110425,284874,102527,57188,1291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-5-august-2021.pdf
2021-08-05,13270296,240039,7553134,155926,7007815,149292,545319,6634,1738309,20417,979651,16079,547925,9295,175449,3453,419240,5683,149709,2342,96301,1950,1610578,24894,140009,492,97251,1318,47496,774,20054,330,43041,147,8110,84,4381,0,184977,3489,1679903,27829,1417900,32560,623904,11503,147490,1711,474360,7744,114998,1460,54902,1242,2494358,65243,297122,248197,2566,2566,1069767,793239,360034,110425,284874,102527,57188,1291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-6-august-2021.pdf
2021-08-06,13496355,226059,7699505,146371,7150096,142281,549409,4090,1760610,22301,993278,13627,556812,8887,175449,0,424801,5561,151970,2261,97200,899,1636730,26152,140754,745,98666,1415,47837,341,20400,346,43403,362,8164,54,4407,26,185778,801,1706972,27069,1448905,31005,634033,10129,148674,1184,481534,7174,116896,1898,56178,1276,2556904,62546,299209,250200,2566,2566,1069767,793239,360034,110425,284874,102527,57188,1291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-7-august-2021.pdf
2021-08-07,13636580,140225,7778699,79194,7220049,69953,558650,9241,1778109,17499,1001930,8652,563583,6771,175449,0,429261,4460,154138,2168,98069,869,1657342,20612,140913,159,101375,2709,48158,321,20400,0,43477,74,8164,0,4407,0,191756,5978,1721757,14785,1459713,10808,640121,6088,150059,1385,485327,3793,117755,859,56686,508,2588631,31727,303581,255069,2569,2569,1069767,793239,360034,110425,284874,102527,57188,1291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-8-august-2021.pdf
2021-08-08,13723146,86566,7815077,36378,7256427,36378,558650,0,1795297,17188,1005452,3522,570002,6419,180885,5436,433247,3986,156171,2033,98346,277,1668669,11327,140913,0,101375,0,48158,0,20400,0,43477,0,8164,0,4407,0,191756,0,1729794,8037,1467213,7500,643160,3039,150622,563,486855,1528,119300,1545,56696,10,2602787,14156,303581,255069,2567,2567,1069767,793239,360034,110425,284874,102527,57188,1291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-9-august-2021.pdf
2021-08-09,13958045,234899,7967395,152318,7402699,146272,564696,6046,1818753,23456,1016653,11201,577165,7163,182569,1684,439627,6380,158404,2233,99650,1304,1697829,29160,144996,4083,101993,618,48472,314,20636,236,43770,293,8193,29,4407,0,192229,473,1759791,29997,1493332,26119,653627,10467,153065,2443,492977,6122,120851,1551,57658,962,2671398,68611,307795,256901,2568,2567,1240472,926508,430320,125996,328496,116734,64401,1538347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,https://www.health.gov.au/sites/default/files/documents/2021/08/covid-19-vaccine-rollout-update-10-august-2021.pdf
